,course_name,course_rating,earn_skills,course_link,institution,metadata
917,Digital Technologies and the Future of Manufacturing,4.9,"Skills you'll gain: Product Management, Leadership and Management, Strategy and Operations, Design and Product, Strategy, Product Lifecycle, Feature Engineering, Business Process Management, Innovation, Internet Of Things, Technical Product Management, Entrepreneurship, Product Design, Product Strategy, Business Analysis, Organizational Development",Digital Technologies and the Future of Manufacturing,University of Michigan,Beginner Specialization 1 - 3 Months
918,Data Mining,4.9,"Skills you'll gain: Machine Learning, Data Analysis, Data Mining, Machine Learning Algorithms, Natural Language Processing, Probability & Statistics, Data Visualization, Bayesian Statistics, General Statistics, Probability Distribution, Statistical Programming, Algorithms, Mathematical Theory & Analysis, Python Programming, Data Visualization Software",Data Mining,University of Illinois at Urbana-Champaign,Intermediate Specialization 3 - 6 Months
919,"Introduction to Containers w/ Docker, Kubernetes & OpenShift",4.9,"Skills you'll gain: Kubernetes, Docker (Software), Cloud Computing","Introduction to Containers w/ Docker, Kubernetes & OpenShift",IBM,Intermediate Course 1 - 3 Months
920,The Arts and Science of Relationships: Understanding Human Needs,4.9,"Skills you'll gain: Emotional Intelligence, Communication",The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,Beginner Course 1 - 3 Months
921,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),4.9,"Skills you'll gain: Computer Programming, Computer Architecture",Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),Hebrew University of Jerusalem,Mixed Course 1 - 3 Months
922,Introduction to Chemistry: Reactions and Ratios,4.9,Skills you'll gain: Problem Solving,Introduction to Chemistry: Reactions and Ratios,Duke University,Beginner Course 1 - 3 Months
923,Strategic Sales Management,4.9,"Skills you'll gain: Sales, Marketing, Strategy, Leadership and Management, Strategy and Operations, Customer Relationship Management, B2B Sales, Decision Making, Customer Analysis, Entrepreneurship, Market Analysis, Business Analysis, Business Intelligence",Strategic Sales Management,Fundação Instituto de Administração,Intermediate Specialization 3 - 6 Months
924,JavaScript for Beginners,4.7,"Skills you'll gain: Computer Programming, Javascript, Web Development, Front-End Web Development, HTML and CSS, Web Design, Programming Principles, Web Development Tools, Interactive Design",JavaScript for Beginners,"University of California, Davis",Beginner Specialization 3 - 6 Months
925,Positive Psychology,4.7,,Positive Psychology,The University of North Carolina at Chapel Hill,Mixed Course 1 - 3 Months
926,Politics and Economics of International Energy,4.7,,Politics and Economics of International Energy,Sciences Po,Beginner Course 1 - 3 Months
927,Developing Back-End Apps with Node.js and Express,4.7,"Skills you'll gain: Javascript, Web Development, Computer Science",Developing Back-End Apps with Node.js and Express,IBM,Intermediate Course 1 - 4 Weeks
928,Sales Operations/Management,4.7,"Skills you'll gain: Sales, Leadership and Management, Strategy and Operations, Compensation, Marketing, Human Resources, Salesforce, Strategy, Training, Organizational Development, Performance Management, Planning, Entrepreneurship, Forecasting",Sales Operations/Management,West Virginia University,Beginner Specialization 3 - 6 Months
929,"Everyday Excel, Part 1",4.7,"Skills you'll gain: Business Analysis, Data Analysis, Data Analysis Software, Microsoft Excel, Spreadsheet Software, Critical Thinking, Problem Solving, Data Management, Mathematics, Data Visualization","Everyday Excel, Part 1",University of Colorado Boulder,Beginner Course 1 - 3 Months
930,Entrepreneurship Strategy: From Ideation to Exit,4.7,"Skills you'll gain: Entrepreneurship, Leadership and Management, Strategy and Operations, Business Development, Strategy, Adaptability, Entrepreneurial Finance, Marketing, Organizational Development, People Development, Sales",Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,Beginner Course 1 - 4 Weeks
931,Data Science with Databricks for Data Analysts,4.7,"Skills you'll gain: Data Analysis, Machine Learning, Machine Learning Algorithms, Algorithms, Exploratory Data Analysis, Human Learning, Python Programming, Apache, Applied Machine Learning, Data Management, SQL, Regression, Big Data, Feature Engineering, Data Science",Data Science with Databricks for Data Analysts,Databricks,Intermediate Specialization 3 - 6 Months
932,Good with Words: Speaking and Presenting,4.7,"Skills you'll gain: Communication, Creativity, Problem Solving, Resilience",Good with Words: Speaking and Presenting,University of Michigan,Beginner Specialization 3 - 6 Months
933,Devenir entrepreneur du changement,4.7,"Skills you'll gain: Entrepreneurship, Leadership and Management, Strategy, Professional Development, Strategy and Operations, Change Management, Collaboration, Communication, Creativity, Innovation, Organizational Development, Planning",Devenir entrepreneur du changement,HEC Paris,Mixed Course 1 - 3 Months
934,Initiating and Planning Projects,4.7,"Skills you'll gain: Project Management, Conflict Management, Leadership and Management, Planning",Initiating and Planning Projects,"University of California, Irvine",Mixed Course 1 - 3 Months
935,Relationship Management and Business Development,4.7,"Skills you'll gain: Business Development, Customer Relationship Management, Leadership and Management",Relationship Management and Business Development,Starweaver,Intermediate Course 1 - 4 Weeks
936,Rapid Prototyping Using 3D Printing,4.7,Skills you'll gain: Problem Solving,Rapid Prototyping Using 3D Printing,Arizona State University,Beginner Specialization 1 - 3 Months
937,Healthier Materials and Sustainable Building,4.7,,Healthier Materials and Sustainable Building,"Parsons School of Design, The New School",Intermediate Specialization 1 - 3 Months
938,R Programming,4.7,"Skills you'll gain: Computational Thinking, Computer Programming, Computer Programming Tools, Critical Thinking, Data Analysis, Data Structures, Problem Solving, Programming Principles, R Programming, Statistical Programming, General Statistics",R Programming,Johns Hopkins University,Intermediate Course 1 - 4 Weeks
939,Introduction to Medical Software,4.7,"Skills you'll gain: Software Engineering, Software Testing, Entrepreneurship, User Research",Introduction to Medical Software,Yale University,Intermediate Course 3 - 6 Months
940,Data Warehousing for Business Intelligence,4.7,"Skills you'll gain: Data Warehousing, Data Management, Databases, Business Intelligence, Database Design, Data Model, Database Administration, Business Analysis, SQL, Data Analysis, Data Architecture, Warehouse Management, Data Visualization, Leadership and Management, Systems Design, Extract, Transform, Load, Critical Thinking, Performance Management, Solution Sales Engineering",Data Warehousing for Business Intelligence,University of Colorado System,Advanced Specialization 3 - 6 Months
941,"Federal Taxation I: Individuals, Employees, and Sole Proprietors",4.7,"Skills you'll gain: Accounting, Taxes, Critical Thinking, Finance, Financial Accounting, General Accounting, Problem Solving, Regulations and Compliance, Generally Accepted Accounting Principles (GAAP), Benefits","Federal Taxation I: Individuals, Employees, and Sole Proprietors",University of Illinois at Urbana-Champaign,Intermediate Course 1 - 3 Months
942,Drug Discovery,4.7,,Drug Discovery,University of California San Diego,Beginner Course 1 - 3 Months
943,Life Cycle Assessment,4.7,Skills you'll gain: Product Lifecycle,Life Cycle Assessment,University of Michigan,Intermediate Course 1 - 3 Months
944,Ethical Leadership,4.7,"Skills you'll gain: Leadership and Management, Communication",Ethical Leadership,The University of Notre Dame,Beginner Specialization 3 - 6 Months
945,"Leading for Equity, Diversity and Inclusion in Higher Education",4.7,"Skills you'll gain: Leadership and Management, Leadership Development","Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,Intermediate Course 1 - 3 Months
946,Introduction to Project Management,4.7,"Skills you'll gain: Leadership and Management, Planning, Project Management",Introduction to Project Management,Coursera Project Network,Beginner Guided Project Less Than 2 Hours
947,Patient Safety,4.7,"Skills you'll gain: Communication, Problem Solving, Planning",Patient Safety,Johns Hopkins University,Beginner Specialization 3 - 6 Months
948,"Innovation Through Design: Think, Make, Break, Repeat",4.8,"Skills you'll gain: Creativity, Critical Thinking, Design and Product, Innovation, Interactive Design, Problem Solving, Product Design, Research and Design, User Experience, User Experience Design","Innovation Through Design: Think, Make, Break, Repeat",The University of Sydney,Beginner Course 1 - 3 Months
949,Introduction to Genetics and Evolution,4.8,,Introduction to Genetics and Evolution,Duke University,Mixed Course 1 - 3 Months
950,Introduction to Web Development,4.8,"Skills you'll gain: Computer Programming, Front-End Web Development, HTML and CSS, Javascript, Web Design, Web Development, Web Development Tools, Problem Solving, User Experience Design, User Experience",Introduction to Web Development,"University of California, Davis",Beginner Course 1 - 3 Months
951,Professional IQ: Preventing and Solving Problems at Work,4.8,"Skills you'll gain: Leadership and Management, Communication",Professional IQ: Preventing and Solving Problems at Work,University of Illinois at Urbana-Champaign,Beginner Specialization 3 - 6 Months
952,Introduction to Scrum Master Training,4.8,"Skills you'll gain: Agile Software Development, Collaboration, Leadership and Management, Planning, Product Development, Product Lifecycle, Product Management, Project Management, Scrum (Software Development), Strategy, Software Engineering",Introduction to Scrum Master Training,LearnQuest,Beginner Course 1 - 3 Months
953,Excel Fundamentals for Data Analysis,4.8,"Skills you'll gain: Business Analysis, Spreadsheet Software, Data Analysis, Microsoft Excel",Excel Fundamentals for Data Analysis,Macquarie University,Intermediate Course 1 - 3 Months
954,IBM Data Analyst Capstone Project,4.8,"Skills you'll gain: Python Programming, Exploratory Data Analysis, Computer Programming, Data Analysis, Data Visualization, Microsoft Excel, SQL",IBM Data Analyst Capstone Project,IBM,Intermediate Course 1 - 3 Months
955,Sustainability Analyst Fundamentals,4.8,"Skills you'll gain: Data Analysis, Business Communication, Communication, Problem Solving, Professional Development",Sustainability Analyst Fundamentals,Arizona State University,Beginner Specialization 3 - 6 Months
